id,№,name,name_en,name_type,status,marki,sity,adress,x,y,telefon,site,time,time2,Способы оплаты
S1486,449,БОШ авто сервис,BOSh_avto_servis,БОШ авто сервис. автотехцентр,Независимый,Все марки,Королёв,Силикатная. 64 ст1,37.87033223,55.90508317,(495) 544-28-81. 8-964-536-87-87. 8-903-579-85-85,bosch-korolev.ru,0:00 - 24:00 ,0:00 - 24:00 ,Наличный расчет. Оплата через банк. Visa. MasterCard. Maestro Card. 
S1487,450,Бош Авто Сервис. ООО СБ сервис,Bosh_Avto_Servis__OOO_SB_servis,Бош Авто Сервис. ООО СБ сервис,Независимый,Все марки,Москва,Куликовская. 5 - 1 этаж,37.56447369,55.57018077,(495) 744-57-04,нет,,,Наличный расчет. Оплата через банк. через банк
S1488,451,БОШ Авто Сервис.,BOSh_Avto_Servis,БОШ Авто Сервис. СТО,Независимый,Все марки,Москва,Давыдковская. 9 к2,37.4794674,55.72334116,(499) 445-42-21. 8-926-944-56-74,нет,,,Наличный расчет
S1489,452,Бош Авто Сервис. ,Bosh_Avto_Servis,Бош Авто Сервис. техцентр. ООО Алтавто,Независимый,Все марки,Москва,Берзарина. 30,37.47490274,55.78907136,8-901-524-00-30. (499) 194-41-10,www.altavto.net,,,Наличный расчет. Оплата через банк. через банк
S1490,453,Бош-сервис-фили,Bosh-servis-fili,Бош-сервис-фили. автосервис,Независимый,Все марки,Москва,Береговой проезд. 4/6 ст4 - 1 этаж,37.5060788,55.75688988,,www.bosch-service.ru,,,Наличный расчет. Оплата через банк. Visa. MasterCard. Diners Club. Золотая Корона. через банк. Visa. MasterCard. Diners Club. Золотая Корона
S1491,454,БрендАвтоЛюкс,BrendAvtoLjuks,БрендАвтоЛюкс. автотехцентр,Независимый,Все марки,Москва,Москворечье. 14Б,37.66509887,55.64368537,(495) 227-01-80. (495) 410-17-54,нет,,,Наличный расчет. Оплата через банк. через банк
S1492,455,Бригада. технический центр,Brigada__tehnicheskij_centr,Бригада. технический центр,Независимый,Все марки,Одинцово (Одинцовский район),Маковского. 7 - 1 этаж,37.28552034,55.66003633,(495) 643-90-90,нет,,,Наличный расчет. Оплата через банк. через банк
S1493,456,Бриз-авто,Briz-avto,Бриз-авто. автосервис,Независимый,Все марки,Москва,Сигнальный проезд. 16 ст11 - 1 этаж,37.60386857,55.84785315,(495) 995-10-11 (многоканальный),www.briz-avto.ru,10:00-19:30,выходной,Наличный расчет. Оплата через банк. через банк
S1494,457,БРИТАВТО,BRITAVTO,БРИТАВТО. автосервис,Независимый,Land-Rover,Москва,Торговая (Заречье). ст1 - 2 этаж.  ТК Ангар Авто,37.41516804,55.68129502,(495) 210-51-65. 8-919-993-33-83,land-rover-restyling.ru,9:00-23:00,9:00-23:00,Наличный расчет. Оплата через банк. через банк
S1495,458,Бриткар,Britkar,Бриткар. автотехцентр,Независимый,Land-Rover,Москва,Ильменский проезд. 9 к1,37.54719299,55.85785494,(499) 488-14-44,www.britcar.su,9:00-19:00,выходной,Наличный расчет. Visa. MasterCard
S1496,459,Брук-Сервис,Bruk-Servis,Брук-Сервис. автосервис,Независимый,Volvo,Москва,Днепропетровский проезд. 5,37.62273402,55.62035576,,www.bruk.ru,9:00-21:00,9:00-21:00,Наличный расчет. Оплата через банк. через банк
S1497,460,Б-Тюнинг,B-Tjuning,Б-Тюнинг. автотехцентр,Независимый,Ford,Москва,Бойцовая. 27,37.72427013,55.81609994,(495) 730-86-31,www.b-tuning.ru,,,Наличный расчет. Оплата через банк. через банк
S1498,461,В ремзону,V_remzonu,В ремзону. автосервис,Независимый,Все марки,Москва,Силикатный 2-й проезд. 7а,37.50435919,55.76841659,(499) 409-09-18,www.vremzony.ru,9:00-21:00,9:00-21:00,Наличный расчет
S1499,462,Вавилоff,Vaviloff,Вавилоff. автосервис,Независимый,Все марки,Москва,Донской 2-й проезд. 10 - 1 этаж,37.59408397,55.71084979,(495) 778-35-02,www.vaviloff.com,,,Наличный расчет. Оплата через банк. через банк
S1500,463,ВАКА-АВТО+,VAKA-AVTO+,ВАКА-АВТО+. торгово-сервисный центр,Независимый,Все марки,Новоивановское (Одинцовский район),Можайское шоссе. 28 - 24 павильон,37.36703026,55.70971104,(495) 648-58-56. (495) 741-60-18,нет,,,Наличный расчет. Оплата через банк. через банк
S1501,464,Валекс,Valeks,Валекс. автотехцентр,Независимый,Все марки,Москва,Смирновская. 25,37.7152585,55.73562267,8-926-171-04-15 (единая справочная),нет,,,Наличный расчет
S1502,465,Вариант Авто+,Variant_Avto+,Вариант Авто+. автосервис,Независимый,Все марки,Москва,Путейская. 21,37.51607276,55.86763763,8-903-720-16-76. 8-929-631-04-44. (495) 720-16-76,vaplus.ru,9:00-20:00,9:00-20:00,Наличный расчет. Visa. MasterCard. Maestro Card
S1503,466,Варс,Vars,Варс. автосервис,Независимый,Все марки,Москва,Капотня. 4 ст1,37.80822255,55.63884638,(495) 355-44-00,avtoservice-vars.ru,9:00-21:00,9:00-21:00,Наличный расчет. Visa. MasterCard
S1504,467,Варшавка 12,Varshavka_12,Варшавка 12. автоцентр,Независимый,Все марки,Москва,Варшавское шоссе. 12г,37.61631637,55.69614203,8-925-081-32-04,varshavka12.ru,,,Наличный расчет. Оплата через банк. через банк
S1505,468,Васко,Vasko,Васко. автотехцентр,Независимый,Все марки,Москва,Василисы Кожиной. вл7а,37.50278387,55.73686564,(499) 145-72-00. (499) 145-72-22,нет,,,Наличный расчет. Оплата через банк. через банк
S1506,469,Ват Авто,Vat_Avto,Ват Авто. автосервис,Независимый,Все марки,Москва,Ватутинки пос (Ватутинки). ст1/5 - 1 этаж,37.33446559,55.50675259,,нет,,,Наличный расчет
S1507,470,ВАФ-строй,VAF-stroj,ВАФ-строй. автосервис,Независимый,Все марки,Москва,Удальцова. 36 - 1 этаж.  вход с торца,37.49359051,55.68287197,(499) 133-45-25,нет,,,Наличный расчет. Оплата через банк. через банк
S1508,471,Ваш автосервис. ООО Автосервис,Vash_avtoservis__OOO_Avtoservis,Ваш автосервис. ООО Автосервис,Независимый,Все марки,Мытищи (Мытищинский район),Академика Каргина. 35 к3,37.7801493,55.91978831,8-962-902-10-06,нет,,,Наличный расчет
S1509,472,ВВК Моторс,VVK_Motors,ВВК Моторс. автосервис,Независимый,Все марки,Королёв,Калининградская. 12 ст1,37.84318104,55.91427299,8-905-570-40-40. 8-916-786-70-40. 8-915-477-39-09,www.vvkmotors.ru,,,Наличный расчет. Оплата через банк. Visa. MasterCard. через банк. Visa. MasterCard
S1510,473,ВДВ-КОНСАЛТИНГ. ООО,VDV-KONSALTING__OOO,ВДВ-КОНСАЛТИНГ. ООО. автотехцентр,Независимый,Все марки,Москва,Силикатный 2-й проезд. 9 ст3,37.5028252,55.77027598,(495) 730-53-54 (многоканальный). (495) 737-69-61,www.vdvserv.ru,9:00-20:00,9:00-20:00,Наличный расчет. Оплата через банк. Visa. MasterCard. через банк. Visa. MasterCard
S1511,474,Вега-транзит,Vega-tranzit,Вега-транзит. автосервис,Независимый,Все марки,Москва,Кавказский бульвар. 26а,37.65910109,55.62941449,(495) 781-04-40. (495) 781-00-75,нет,,,Наличный расчет. Оплата через банк. через банк
S1512,475,ВЕЛС СЕРВИС,VELS_SERVIS,ВЕЛС СЕРВИС. автосервис,Независимый,Все марки,Москва,Андроновское шоссе. 16,37.73136901,55.74127693,(495) 626-86-09. (495) 771-19-86,нет,,,Наличный расчет. Оплата через банк. через банк
S1513,476,Вента,Venta,Вента. автосервис,Независимый,Все марки,Химки,Берёзовая аллея. 1 - 1 этаж,37.44781132,55.89966748,(495) 506-82-48,нет,,,Наличный расчет. Оплата через банк. через банк
S1514,477,Вест-Бриз,Vest-Briz,Вест-Бриз. автосервис,Независимый,Все марки,Москва,Красного Маяка. 14,37.58797146,55.61363463,(495) 312-16-85. 8-916-803-16-36,www.autoservice-ug.my1.ru,,,Наличный расчет
S1515,478,Виана,Viana,Виана. автотехцентр,Независимый,Все марки,Мытищи (Мытищинский район),Коминтерна. 13,37.77274511,55.91882111,(495) 504-24-63. (495) 504-24-60,нет,9:00-20:00,9:00-19:00,Наличный расчет. Оплата через банк. Visa. MasterCard. через банк. Visa. MasterCard
S1516,479,ВИВА инжиниринг,VIVA_inzhiniring,ВИВА инжиниринг. автотехцентр,Независимый,Все марки,Москва,Югорский проезд. 2 ст3,37.70556297,55.87522415,(499) 713-55-05,www.viva-cto.ru,10:00-21:00,10:00-21:00,Наличный расчет
S1517,480,Видное Моторс,Vidnoe_Motors,Видное Моторс. техцентр,Независимый,Все марки,Видное (Ленинский район),Берёзовая. 2 - 1 этаж,37.71920057,55.54569867,(495) 541-75-43,нет,,,Наличный расчет. Оплата через банк. Visa. MasterCard. Maestro Card. 
S1518,481,Визард Дент,Vizard_Dent,Визард Дент. СТО,Независимый,Все марки,Москва,Осенняя. 17 к2,37.4037447,55.76516556,(495) 790-84-28,www.avtodent.ru,10:00-18:00,выходной,Наличный расчет. Оплата через банк. через банк
S1519,482,Викинг моторс,Viking_motors,Викинг моторс. техцентр,Официальный,Suzuki,Москва,Каширское шоссе. 61 к3а - 4 этаж.  АТЦ Москва,37.71634017,55.61639797,(495) 221-55-95 (многоканальный),www.viking-motors.ru,8:00-21:00,9:00-19:00,Наличный расчет. Visa. MasterCard
S1520,483,Виктория,Viktorija,Виктория. автотехцентр,Независимый,Все марки,Москва,Газопровод. 4а,37.60775698,55.5887027,(495) 381-69-37,нет,,,Наличный расчет. Оплата через банк. через банк
S1521,484,ВИНС,VINS,ВИНС. автоцентр,Независимый,Все марки,Москва,Липецкая. 32,37.67299517,55.5898124,(495) 772-45-98,нет,,,Наличный расчет. Оплата через банк. через банк
S1522,485,Винт Сервис,Vint_Servis,Винт Сервис. автоцентр,Независимый,Все марки,Москва,Графский пер. 9 - 1 этаж,37.64391528,55.80358948,8-903-221-87-46,нет,,,Наличный расчет
S1523,486,Вираж. СТО,Virazh__STO,Вираж. СТО,Независимый,Все марки,Томилино (Люберецкий район),Никитина. 31,37.93822905,55.6598967,(495) 557-72-17,нет,,,Наличный расчет. Оплата через банк. через банк
S1524,487,Виста Моторс,Vista_Motors,Виста Моторс. автосервис,Независимый,Все марки,Красногорск (Красногорский район),Волоколамское шоссе. 146,37.36519163,55.82700114,(495) 782-86-36. (495) 662-97-77,vistamotor.ru,9:00-21:00,9:00-21:00,Наличный расчет. Оплата через банк. Visa. MasterCard. Diners Club. Золотая Корона. American Express. Maestro Card. Union Card. JCB. Универсальная Электронная Карта (УЭК). 
S1525,488,Виста МОТОРС,Vista_MOTORS,Виста МОТОРС. автотехцентр,Независимый,Все марки,Москва,Алтуфьевское шоссе. 31 ст1,37.57992128,55.86143767,(495) 517-30-01,dop-electro.ru,,,Наличный расчет. Оплата через банк. через банк
S1526,489,Вита-моторс,Vita-motors,Вита-моторс. торгово-сервисный центр,Независимый,Все марки,Москва,Генерала Дорохова. 5,37.44936558,55.7063199,(495) 440-12-31,www.vita-motors.ru,,,
S1527,490,Влассер,Vlasser,Влассер. автотехцентр,Независимый,BMW,Реутов,Мира проспект. 28,37.86595212,55.77020412,(495) 780-39-99. (495) 771-23-46,www.vlasser-bmw.ru,9:00-21:00,9:00-21:00,Наличный расчет
S1528,491,Волгина-М,Volgina-M,Волгина-М. технический центр,Независимый,Все марки,Москва,Академика Волгина. 21,37.51428267,55.64681568,(495) 336-53-69,www.volgina-m.ru,,,Наличный расчет. Оплата через банк. через банк
S1529,492,Восстановление двигателей,Vosstanovlenie_dvigatelej,Восстановление двигателей. технический центр,Независимый,Все марки,Москва,Симферопольское шоссе (Щербинка). 12 ст1,37.56918389,55.49671258,8-926-531-77-35 (единая справочная). (495) 778-71-15,www.tcvdd.ru,9:00-19:00,выходной,Наличный расчет. Оплата через банк. через банк
S1530,493,Восток-Авто,Vostok-Avto,Восток-Авто. автотехцентр,Независимый,Все марки,Москва,Просторная. 1,37.71105564,55.80522796,(495) 988-90-41,нет,,,Наличный расчет. Оплата через банк. Visa. MasterCard. через банк. Visa. MasterCard
S1531,494,ВОСХОД-СЕРВИС,VOSHOD-SERVIS,ВОСХОД-СЕРВИС. автосервис,Независимый,Chevrolet. Ford. Mitsubishi ,Москва,Автозаводский 3-й проезд. 4 к1 ст1,37.65249577,55.70665956,8-915-478-00-31,www.voshod-master.ru,9:00-22:00,9:00-22:00,Наличный расчет. Оплата через банк. через банк
S1532,495,ВСВ,VSV,ВСВ. автосервис,Независимый,Все марки,Москва,Авиамоторная. 46,37.71946482,55.73659404,(495) 673-47-54,нет,,,Наличный расчет. Оплата через банк. через банк
S1533,496,Все для Ауди. ИП Грудцын Е.А.,Vse_dlja_Audi__IP_Grudcyn_E_A,Все для Ауди. автотехцентр. ИП Грудцын Е.А.,Независимый,Audi. Volkswagen. Skoda. Seat,Москва,Угрешский 3-й проезд. 8а ст3,37.6945538,55.71083927,(495) 978-13-49. (495) 978-55-86 (многоканальный),www.allforaudi.ru,10:00-20:00,10:00-20:00,Наличный расчет
S1534,497,Все о`кей,Vse_o`kej,Все о`кей. автосервис,Независимый,Все марки,Москва,Белозёрская. 10,37.6124752,55.89716831,(495) 968-09-23,нет,,,Наличный расчет
S1535,498,ВС-Гарант,VS-Garant,ВС-Гарант. автосервис,Независимый,Все марки,Москва,Дубининская. 71 ст14,37.63385233,55.71279035,(495) 226-56-13,нет,,,Наличный расчет. Оплата через банк. через банк
S1536,499,Вымпелавто,Vympelavto,Вымпелавто. техцентр,Независимый,Mercedes. Toyota. Lexus. BMW ,Москва,Правды. 24 ст8 - въезд с ул. Ямского Поля 5-я,37.58387787,55.78637055,(495) 640-50-40,www.vympelauto.ru,9:00-21:00,9:00-21:00,Наличный расчет. Оплата через банк. через банк
S1537,500,Вэлбинг,Vjelbing,Вэлбинг. автотехцентр,Независимый,Все марки,Москва,Загородное шоссе. 7а,37.61433001,55.69445634,(495) 645-76-65. 8-985-998-74-87,www.avto-wellbing.ru,10:00-21:00,10:00-21:00,Наличный расчет. Visa. MasterCard. Maestro Card
S1538,501,ВЭЛДАН,VJeLDAN,ВЭЛДАН. автосервис,Независимый,Все марки,Москва,Сигнальный проезд. 19,37.59313454,55.85461411,(495) 728-42-43,нет,,,Наличный расчет
S1539,502,Вэтэкс. СТО,Vjetjeks__STO,Вэтэкс. СТО,Независимый,Все марки,Москва,Красного Маяка. 12,37.59058118,55.61303954,8-919-770-39-75,нет,,,Наличный расчет
S1540,503,ГазАвтоСервис,GazAvtoServis,ГазАвтоСервис. автотехцентр,Независимый,UAZ,Москва,Рябиновая. 17,37.42450063,55.70824977,8-985-784-21-29,gazautoservice.ru,9:00-19:00,9:00-19:00,Наличный расчет. Оплата через банк. через банк
S1541,504,Газ,Gaz,Газ. автосервис,Независимый,Все марки,Фрязино,Гребневское лесничество. 1,38.08240546,55.96733684,8-905-508-45-34,нет,,,Наличный расчет. Оплата через банк. Visa. MasterCard. Maestro Card.
S1542,505,Гайка,Gajka,Гайка. автомастерская,Независимый,Subaru. Suzuki ,Москва,Каширское шоссе. 61 к3а - 21 павильон.  АТЦ Москва,37.71634017,55.61639797,(495) 210-06-56,www.gaikacar.ru,,,Наличный расчет
S1543,506,Гала Юс Моторс,Gala_Jus_Motors,Гала Юс Моторс. автосервис,Независимый,Chrysler. Dodge. Ford. Mazda,Москва,Горбунова. 12а к1 - 1 этаж,37.38228613,55.72543707,(495) 543-56-88,galausmotors.ru,,,Наличный расчет. Оплата через банк. через банк
S1544,507,Галеон,Galeon,Галеон. автотехцентр,Независимый,Все марки,Подольск,Юных Ленинцев проспект. 59 - 1 этаж,37.56421942,55.48066936,8-926-615-05-39,нет,,,Наличный расчет. Оплата через банк. через банк
S1545,508,ГАМ,GAM,ГАМ. автосервис,Независимый,Все марки,Балашиха,Некрасова. 8 - 1 этаж,37.96981047,55.79389698,8-965-255-00-10,нет,,,Наличный расчет. Оплата через банк. через банк
S1546,509,Гараж плюс,Garazh_pljus,Гараж плюс. автотехцентр,Независимый,Mercedes,Москва,Поклонная. 11 ст1 - 1 этаж,37.52382276,55.73397581,(495) 221-84-80. (499) 148-88-35,garageplus.ru,9:30-21:30,9:30-21:30,Наличный расчет
S1547,510,Гараж 4x4,Garazh_4x4,Гараж 4x4. автосервис,Независимый,UAZ,Москва,Ильменский проезд. 9Б - 1 этаж.  вход с торца,37.5449813,55.85634501,(499) 390-50-61,garag4x4.ru,9:00-21:00,9:00-21:00,Наличный расчет
S1548,511,Гараж 69,Garazh_69,Гараж 69. СТО,Независимый,Все марки,Москва,Василия Петушкова. 3 к3 ст1 - 4 этаж,37.40034729,55.83528018,8-965-353-69-69,garage69.ru,,,Наличный расчет. Оплата через банк. Visa. MasterCard. Diners Club. American Express.
S1549,512,Гаражик77,Garazhik77,Гаражик77. автосервис,Независимый,Peugeot. Chevrolet,Москва,Азовская. 28,37.59378561,55.64504659,(495) 921-84-91,www.garajik77.ru,,,Наличный расчет. Оплата через банк. через банк
S1550,513,Гараж. ООО,Garazh__OOO,Гараж. ООО. автосервис,Независимый,Saab. Volvo,Москва,Докукина. 10 к1,37.65649052,55.83934767,(499) 187-96-93,garagik.ru,9:00-20:00,выходной,Наличный расчет. Оплата через банк. через банк
S1551,514,Гараж,Garazh,Гараж. центр технического обслуживания,Независимый,Nissan. Infiniti,Москва,Тёплый Стан. 15 ст1,37.48874322,55.62317721,(495) 984-80-85,nissan-nissan.ru,9:00-21:00,10:00-21:00,Наличный расчет. Оплата через банк. Visa. MasterCard. American Express. 
S1552,515,Гарантия,Garantija,Гарантия. автосервис,Независимый,Все марки,Москва,Каховка. 28 - въезд с ул. Перекопская,37.56295001,55.66047982,(495) 331-64-44. (499) 390-33-00. 8-925-044-93-00,kahovka28.ru,9:00-21:00,9:00-21:00,Наличный расчет. Оплата через банк. через банк
S1553,516,Гарант,Garant,Гарант. техцентр,Независимый,Все марки,Балашиха,Ленина проспект. 73,37.97098735,55.8001302,(495) 792-97-68,нет,,,Наличный расчет. Оплата через банк. через банк
S1554,517,Гарант-Авто,Garant-Avto,Гарант-Авто. автотехцентр,Независимый,Все марки,Москва,40 лет Октября проспект. 36 ст1,37.74485777,55.67358721,(495) 514-59-03. 8-965-208-07-77. 8-965-368-86-86,нет,,,Наличный расчет. Оплата через банк. через банк
S1555,518,Геамант Сервис,Geamant_Servis,Геамант Сервис. автосервис,Независимый,Все марки,Москва,Сергея Макеева. 11 - 1 этаж,37.55111451,55.76246265,(499) 256-21-24,нет,,,Наличный расчет
S1556,519,Гелен-Авто,Gelen-Avto,Гелен-Авто. автосервис,Независимый,Все марки,Москва,Красногорский 1-й проезд. 4а,37.48527461,55.81404642,(499) 190-99-66,нет,,,Наличный расчет. Оплата через банк. через банк
S1557,520,Гелиосервис,Gelioservis,Гелиосервис. автосервис,Независимый,Все марки,Москва,Суворовская площадь. 2 ст5,37.61551176,55.78314753,(495) 681-53-10,нет,,,Наличный расчет. Оплата через банк. через банк
S1558,521,ГЕНЕЛЕН,GENELEN,ГЕНЕЛЕН. автотехцентр,Независимый,Все марки,Москва,Академика Бочвара. 2 ст2,37.46114025,55.80738162,(495) 942-52-82,нет,,,Наличный расчет. Оплата через банк. через банк
S1559,522,Генерал-авто,General-avto,Генерал-авто. автотехцентр,Независимый,Все марки,Ивантеевка,За��ечная. 1а,37.92617708,55.97058108,(496) 536-25-90. 8-963-633-66-92,нет,,,Наличный расчет. Оплата через банк. через банк
S1560,523,ГЕНстарт,GENstart,ГЕНстарт. автосервис,Независимый,Все марки,Москва,Курганская. 1 ст4,37.80630558,55.82720311,8-985-135-67-02 (единая справочная). 8-915-005-67-96,autogenstart.ru,10:00-21:00,11:00-20:00,Наличный расчет
S1561,524,Гера,Gera,Гера. автосервис,Независимый,Все марки,Химки,Дружбы. к2 ст2,37.40305054,55.89722203,8-926-120-15-02. 8-926-600-60-10,нет,,,Наличный расчет
S1562,525,Геркон,Gerkon,Геркон. автотехцентр,Независимый,Все марки,Люберцы (Люберецкий район),Волковский пер. вл3,37.89903457,55.6782752,(495) 554-15-25,нет,,,Наличный расчет. Оплата через банк. через банк
S1563,526,Гидравлика,Gidravlika,Гидравлика. технический центр,Независимый,Все марки,Москва,Нагатинский 1-й проезд. 15,37.63326967,55.67438089,,www.gurauto.ru,,,Наличный расчет. Оплата через банк. Visa. MasterCard. American Express. 
S1564,527,Гиперион Авто,Giperion_Avto,Гиперион Авто. техцентр,Независимый,Peugeot. Citroen. Ford,Москва,Шоссейная. 90 ст5,37.71001258,55.66402035,8-915-165-63-76. 8-901-505-05-33,giperion-avto.ru,,,Наличный расчет. Оплата через банк. Visa. MasterCard. Maestro Card.
S1565,528,ГлавАвтоРемонт. ООО,GlavAvtoRemont__OOO,ГлавАвтоРемонт. ООО. СТО,Независимый,Все марки,Москва,Загородное шоссе. 1 к2 ст12,37.61392719,55.69817808,(499) 6782064,www.vipgur.ru,9:00-20:00,9:00-20:00,Наличный расчет. Оплата через банк. Visa. MasterCard. через банк. Visa. MasterCard
S1566,529,Глобал групп,Global_grupp,Глобал групп. автотехцентр,Независимый,Все марки,Москва,Поморская. 48а,37.5738069,55.87027217,(495) 773-45-39,www.globalgrupp.ru,10:00-21:00,выходной,Наличный расчет
S1567,530,Голден авто,Golden_avto,Голден авто. автотехцентр,Независимый,Все марки,Москва,Амурская. 2,37.75066637,55.80463976,(495) 768-53-30. (495) 780-22-61. (495) 745-19-94,нет,,,Наличный расчет. Оплата через банк. через банк
S1568,531,Гольф Авто,Golf_Avto,Гольф Авто. автосервис,Независимый,Audi. Volkswagen. Skoda. Seat,Москва,Плеханова. 17 ст20,37.76361215,55.74900377,(495) 306-91-16. (495) 708-48-58,www.golfauto.ru,9:00-21:00,9:00-21:00,Наличный расчет. Оплата через банк. Visa. MasterCard. Maestro Card. 
S1569,532,Гонор. ООО,Gonor__OOO,Гонор. ООО. автотехцентр,Независимый,Все марки,Москва,Полбина. 29 к А - 1 этаж,37.72691856,55.67378366,(499) 786-16-19. 8-985-922-21-42,нет,,,Наличный расчет. Оплата через банк. через банк
S1570,533,Гражданин. ,Grazhdanin,Гражданин. сеть автотехцентров,Независимый,Все марки,Москва,Линии Октябрьской железной дороги. 1 ст4,37.57755136,55.83661615,(495) 227-93-01,www.grazdanin.ru,,,Наличный расчет
S1571,534,Грандлэк,Grandljek,Грандлэк. автосервис,Независимый,Все марки,Москва,Флотская. 42,37.49661573,55.85208013,8-903-511-18-00. 8-916-288-61-93,нет,,,Наличный расчет
S1572,535,Гранд. ООО,Grand__OOO,Гранд. ООО. автосервис,Независимый,Все марки,Московская обл,Фряновское шоссе. вл40,38.08162836,55.96618308,8-903-578-41-41. 8-926-576-25-04,нет,,,Наличный расчет
S1573,536,Гранд-Сервис,Grand-Servis,Гранд-Сервис. автотехцентр,Независимый,Все марки,Москва,Перовская. вл68г,37.80857658,55.74271043,(495) 918-77-79,нет,,,Наличный расчет
S1574,537,Грасавто,Grasavto,Грасавто. автосервис,Независимый,Все марки,Москва,Наримановская. 4 - въезд с ул. Кузнецовская,37.70208846,55.81470255,(495) 730-59-69. (499) 160-91-11,www.grasauto.ru,,,Наличный расчет
S1575,538,Греди,Gredi,Греди. автосервис,Независимый,Все марки,Подольск,Октябрьский проспект. 2а - 1 этаж,37.5066155,55.42709672,(4967) 64-95-23,нет,,,Наличный расчет
S1576,539,Гринбокс Volvo,Grinboks_Volvo,Гринбокс Volvo. автотехцентр,Независимый,Volvo,Москва,Авиамоторная. 65,37.72245465,55.73853526,(495) 973-69-96. (495) 510-94-45. (495) 772-47-62,www.volvoplus.net,10:00-20:00,выходной,Наличный расчет. Оплата через банк. Visa. MasterCard. Diners Club. Золотая Корона. American Express. 
S1577,540,Грифон АК,Grifon_AK,Грифон АК. торгово-сервисная компания,Независимый,Все марки,Москва,МКАД 55 км. ст36 - 2. 4 павильон.  рынок АвтоМОЛЛ,37.37807612,55.72218356,8-926-560-38-38,нет,,,Наличный расчет
S1578,541,Гром Сервис,Grom_Servis,Гром Сервис. автосервис,Независимый,Все марки,Москва,Щёлковское шоссе. 77/79,37.80375659,55.8112285,(495) 468-40-59. 8-916-712-70-66,grom-servis.ru,10:00-21:00,10:00-21:00,Наличный расчет. Оплата через банк. через банк
S1579,542,Грюнберг Авто. ООО,Grjunberg_Avto__OOO,Грюнберг Авто. ООО. автосервис,Независимый,Все марки,Москва,Сосновая аллея (Зеленоград). 4 ст3,37.24828834,55.98120936,(499) 347-47-92. (499) 347-48-92,remont-auto.com,9:00-21:00,9:00-21:00,Наличный расчет. Оплата через банк. через банк
S1580,543,Давыдково,Davydkovo,Давыдково. автотехцентр,Независимый,Все марки,Москва,Давыдковская. 9 - 1 этаж,37.47928262,55.7238307,(499) 445-42-21,www.ds-auto.ru,9:00-20:00,9:00-20:00,Наличный расчет. Оплата через банк. Visa. MasterCard. через банк. Visa. MasterCard
S1581,544,Два Домкрата,Dva_Domkrata,Два Домкрата. автосервис,Независимый,Все марки,Москва,Керамический проезд. 4 ст1,37.56707484,55.87993237,(499) 900-73-54. 8-916-935-00-27,www.dvadomkrata.ru,,,Наличный расчет. Оплата через банк. через банк
S1582,545,ДвижОк,DvizhOk,ДвижОк. группа компаний,Независимый,Все марки,Москва,МКАД 32 км. вл15,37.59821453,55.5749481,(495) 649-61-19 (многоканальный). (495) 921-29-00 (многоканальный),www.my-dvigok.su,9:00-21:00,9:00-21:00,Наличный расчет. Оплата через банк. Visa. MasterCard. через банк. Visa. MasterCard
S1583,546,Движок-24,Dvizhok-24,Движок-24. автосервис,Независимый,Все марки,Москва,Вернадского проспект. 78 ст10,37.48071154,55.67282704,(499) 340-51-19,нет,,,Наличный расчет. Оплата через банк. через банк
S1584,547,Деал Авто,Deal_Avto,Деал Авто. автотехцентр,Независимый,Все марки,Москва,Варшавское шоссе. 37 к4,37.62746292,55.68738037,(495) 662-08-69. 8-926-770-12-97,dealmotors.ru,10:00-20:00,выходной,Наличный расчет. Оплата через банк. через банк
S1585,548,Дежурный,Dezhurnyj,Дежурный. автосервис,Независимый,Все марки,Москва,Смирновская. 25 - БЦ Смирновский,37.7152585,55.73562267,8-926-534-91-69,нет,,,Наличный расчет
S1586,549,Декра Клуб. ООО,Dekra_Klub__OOO,Декра Клуб. ООО. автотехцентр,Независимый,Все марки,Москва,Нижегородская. 102,37.72532718,55.73011336,(495) 772-10-62,нет,,,Наличный расчет. Оплата через банк. Visa. MasterCard. через банк. Visa. MasterCard
S1587,550,Дело-СВ,Delo-SV,Дело-СВ. автотехцентр,Независимый,Все марки,Москва,Академика Волгина. вл2г ст1,37.52288454,55.65578287,(495) 330-60-47 (единая справочная - пн-сб 8:00-17:00). (495) 334-16-70,www.auto-delo.ru,9:00-21:00,9:00-21:00,Наличный расчет
S1588,551,Дельта ралли,Delta_ralli,Дельта ралли. техцентр,Независимый,Honda. Acura. Mazda. Suzuki,Москва,Огородный проезд. 8,37.60455277,55.81308342,(495) 505-06-27. (495) 517-73-17,www.deltarally.ru,10:00-21:00,выходной,Наличный расчет
S1589,552,Демпинг,Demping,Демпинг. торгово-сервисная компания,Независимый,Nissan. Infiniti,Москва,Котляковский 1-й пер. вл1Б,37.63625746,55.65338172,(495) 234-71-73. (495) 567-50-01. (495) 567-50-02,www.demping-auto.ru,9:00-19:00,10:00-18:00,Наличный расчет
S1590,553,Детройт сервис,Detrojt_servis,Детройт сервис. автотехцентр,Независимый,Все марки,Москва,Электролитный проезд. 12Б,37.61486607,55.67068752,(495) 766-72-14. (495) 772-14-99. (495) 784-69-73,нет,,,Наличный расчет
S1591,554,ДжапСервис,DzhapServis,ДжапСервис. техцентр,Независимый,Honda. Acura,Москва,Днепропетровский проезд. 5,37.62273402,55.62035576,(495) 364-36-98. (495) 782-85-09,www.japservice.ru,,,Наличный расчет
